path,control_profile,apply_safety_filter_to_final_control,apply_safety_filter_to_nominal_trajectory,apply_safety_filter_to_samples,cost_from_obstacles_or_BRT,mppi_samples,mppi_horizon,save_samples,init_state,goal_state,goal_state_threshold,timestep,trial_max_duration,mppi_temperature,mppi_angvel_control_noise_mean,mppi_angvel_control_noise_stddev,mppi_initial_control_is_mean,brt_filename,safety_filter_type,safety_filter_value_threshold,dynamics_name,state_dim,state_labels,control_dim,control_labels,dynamics_linvel,dynamics_angvel_min,dynamics_angvel_max,Phi_terminal_state_cost_weights,Q_running_state_cost_weights,action_cost_weights,crashed,goal_reached,time_elapsed,total_cost,terminal_state,control_compute_time_avg,control_compute_time_std,apply_safety_filter_to_final_chosen_control,final_safety_filter
experiments_sep_24/exp_samples-0250_trial-008_control-3,Filtered MPPI with BRT costs,,False,False,brt,250,25,True,"[1.307642, 4.036694, 2.687617]","[1.345402, -3.409916, 0]",0.1,0.02,15,5.0,0.0,8.0,False,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"['x', 'y', 'theta']",1,['angvel'],4.0,-6.0,6.0,"[0.0, 0.0, 0.0]","[1.0, 1.0, 0.0]",0.2,False,False,14.98,12067.794,"[4.156247830692378, -1.090830882142991, -1.204904943365752]",False,False,False,True
experiments_sep_24/exp_samples-0250_trial-008_control-4,Sample-safe MPPI (our method),,False,True,obs,250,25,True,"[1.307642, 4.036694, 2.687617]","[1.345402, -3.409916, 0]",0.1,0.02,15,5.0,0.0,8.0,False,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"['x', 'y', 'theta']",1,['angvel'],4.0,-6.0,6.0,"[0.0, 0.0, 0.0]","[1.0, 1.0, 0.0]",0.2,False,True,3.18,5401.47011,"[1.3753708639456208, -3.3151652925201187, -1.7044722534454626]",False,False,False,True
experiments_sep_24/exp_samples-0250_trial-009_control-0,Vanilla MPPI with obstacle costs,False,False,False,obs,250,25,True,"[0.143676, 3.531251, -2.146967]","[3.340227, -2.753092, 0]",0.1,0.02,15,5.0,0.0,8.0,False,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"['x', 'y', 'theta']",1,['angvel'],4.0,-6.0,6.0,"[0.0, 0.0, 0.0]","[1.0, 1.0, 0.0]",0.2,False,True,2.9,4755.61495,"[3.3152227758132686, -2.7104838435449445, -0.7955882732801487]",False,False,,
experiments_sep_24/exp_samples-0250_trial-009_control-1,Vanilla MPPI with BRT costs,False,False,False,brt,250,25,True,"[0.143676, 3.531251, -2.146967]","[3.340227, -2.753092, 0]",0.1,0.02,15,5.0,0.0,8.0,False,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"['x', 'y', 'theta']",1,['angvel'],4.0,-6.0,6.0,"[0.0, 0.0, 0.0]","[1.0, 1.0, 0.0]",0.2,False,True,2.92,4832.07253,"[3.3153221143505807, -2.689053170463287, -0.7775293243288948]",False,False,,
experiments_sep_24/exp_samples-0250_trial-009_control-2,Filtered MPPI with obstacle costs,,False,False,obs,250,25,True,"[0.143676, 3.531251, -2.146967]","[3.340227, -2.753092, 0]",0.1,0.02,15,5.0,0.0,8.0,False,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"['x', 'y', 'theta']",1,['angvel'],4.0,-6.0,6.0,"[0.0, 0.0, 0.0]","[1.0, 1.0, 0.0]",0.2,False,True,2.92,4824.64262,"[3.3165980430108495, -2.6961705960145106, -0.8021528488816672]",False,False,False,True
experiments_sep_24/exp_samples-0250_trial-009_control-3,Filtered MPPI with BRT costs,,False,False,brt,250,25,True,"[0.143676, 3.531251, -2.146967]","[3.340227, -2.753092, 0]",0.1,0.02,15,5.0,0.0,8.0,False,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"['x', 'y', 'theta']",1,['angvel'],4.0,-6.0,6.0,"[0.0, 0.0, 0.0]","[1.0, 1.0, 0.0]",0.2,False,True,2.92,4832.07253,"[3.3153221143505807, -2.689053170463287, -0.7775293243288948]",False,False,False,True
experiments_sep_24/exp_samples-0250_trial-009_control-4,Sample-safe MPPI (our method),,False,True,obs,250,25,True,"[0.143676, 3.531251, -2.146967]","[3.340227, -2.753092, 0]",0.1,0.02,15,5.0,0.0,8.0,False,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"['x', 'y', 'theta']",1,['angvel'],4.0,-6.0,6.0,"[0.0, 0.0, 0.0]","[1.0, 1.0, 0.0]",0.2,False,True,2.14,1971.00374,"[3.4245214417062133, -2.747312136435583, -2.5953751209953353]",False,False,False,True
experiments_sep_24/exp_samples-0250_trial-010_control-0,Vanilla MPPI with obstacle costs,False,False,False,obs,250,25,True,"[3.048672, -4.284163, 1.737872]","[3.342942, 2.095302, 0]",0.1,0.02,15,5.0,0.0,8.0,False,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"['x', 'y', 'theta']",1,['angvel'],4.0,-6.0,6.0,"[0.0, 0.0, 0.0]","[1.0, 1.0, 0.0]",0.2,False,False,14.98,31657.44715,"[-3.4441409274577897, 5.1185805716172, 3.115731424082525]",False,False,,
experiments_sep_24/exp_samples-0250_trial-010_control-1,Vanilla MPPI with BRT costs,False,False,False,brt,250,25,True,"[3.048672, -4.284163, 1.737872]","[3.342942, 2.095302, 0]",0.1,0.02,15,5.0,0.0,8.0,False,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"['x', 'y', 'theta']",1,['angvel'],4.0,-6.0,6.0,"[0.0, 0.0, 0.0]","[1.0, 1.0, 0.0]",0.2,False,True,1.7,1415.22949,"[3.3545156499614754, 2.0461519595482183, 1.8096327812545026]",False,False,,
experiments_sep_24/exp_samples-0250_trial-010_control-2,Filtered MPPI with obstacle costs,,False,False,obs,250,25,True,"[3.048672, -4.284163, 1.737872]","[3.342942, 2.095302, 0]",0.1,0.02,15,5.0,0.0,8.0,False,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"['x', 'y', 'theta']",1,['angvel'],4.0,-6.0,6.0,"[0.0, 0.0, 0.0]","[1.0, 1.0, 0.0]",0.2,False,True,3.56,2235.58365,"[3.360948504888344, 2.164013427917569, -0.7010525445691567]",False,False,False,True
experiments_sep_24/exp_samples-0250_trial-010_control-3,Filtered MPPI with BRT costs,,False,False,brt,250,25,True,"[3.048672, -4.284163, 1.737872]","[3.342942, 2.095302, 0]",0.1,0.02,15,5.0,0.0,8.0,False,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"['x', 'y', 'theta']",1,['angvel'],4.0,-6.0,6.0,"[0.0, 0.0, 0.0]","[1.0, 1.0, 0.0]",0.2,False,True,1.7,1415.22949,"[3.3545156499614754, 2.0461519595482183, 1.8096327812545026]",False,False,False,True
experiments_sep_24/exp_samples-0250_trial-010_control-4,Sample-safe MPPI (our method),,False,True,obs,250,25,True,"[3.048672, -4.284163, 1.737872]","[3.342942, 2.095302, 0]",0.1,0.02,15,5.0,0.0,8.0,False,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"['x', 'y', 'theta']",1,['angvel'],4.0,-6.0,6.0,"[0.0, 0.0, 0.0]","[1.0, 1.0, 0.0]",0.2,False,True,1.76,1402.51034,"[3.3938515854570883, 2.061451535103004, 1.7151708460546544]",False,False,False,True
experiments_sep_24/exp_samples-0250_trial-011_control-0,Vanilla MPPI with obstacle costs,False,False,False,obs,250,25,True,"[3.497966, -3.951726, 2.963435]","[3.643052, 1.305385, 0]",0.1,0.02,15,5.0,0.0,8.0,False,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"['x', 'y', 'theta']",1,['angvel'],4.0,-6.0,6.0,"[0.0, 0.0, 0.0]","[1.0, 1.0, 0.0]",0.2,False,True,1.94,1732.51288,"[3.633708842754027, 1.2597156403897212, 0.7469765190546087]",False,False,,
experiments_sep_24/exp_samples-0250_trial-011_control-1,Vanilla MPPI with BRT costs,False,False,False,brt,250,25,True,"[3.497966, -3.951726, 2.963435]","[3.643052, 1.305385, 0]",0.1,0.02,15,5.0,0.0,8.0,False,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"['x', 'y', 'theta']",1,['angvel'],4.0,-6.0,6.0,"[0.0, 0.0, 0.0]","[1.0, 1.0, 0.0]",0.2,False,True,2.16,2255.81738,"[3.600861800869527, 1.2395439164879203, 0.6681830291972921]",False,False,,
experiments_sep_24/exp_samples-0250_trial-011_control-2,Filtered MPPI with obstacle costs,,False,False,obs,250,25,True,"[3.497966, -3.951726, 2.963435]","[3.643052, 1.305385, 0]",0.1,0.02,15,5.0,0.0,8.0,False,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"['x', 'y', 'theta']",1,['angvel'],4.0,-6.0,6.0,"[0.0, 0.0, 0.0]","[1.0, 1.0, 0.0]",0.2,False,True,1.94,1755.83228,"[3.606700784755534, 1.2455803685177407, 0.6424245028543685]",False,False,False,True
experiments_sep_24/exp_samples-0250_trial-011_control-3,Filtered MPPI with BRT costs,,False,False,brt,250,25,True,"[3.497966, -3.951726, 2.963435]","[3.643052, 1.305385, 0]",0.1,0.02,15,5.0,0.0,8.0,False,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"['x', 'y', 'theta']",1,['angvel'],4.0,-6.0,6.0,"[0.0, 0.0, 0.0]","[1.0, 1.0, 0.0]",0.2,False,True,2.16,2255.81738,"[3.600861800869527, 1.2395439164879203, 0.6681830291972921]",False,False,False,True
experiments_sep_24/exp_samples-0250_trial-011_control-4,Sample-safe MPPI (our method),,False,True,obs,250,25,True,"[3.497966, -3.951726, 2.963435]","[3.643052, 1.305385, 0]",0.1,0.02,15,5.0,0.0,8.0,False,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"['x', 'y', 'theta']",1,['angvel'],4.0,-6.0,6.0,"[0.0, 0.0, 0.0]","[1.0, 1.0, 0.0]",0.2,False,True,1.94,1695.93271,"[3.630961944827072, 1.2384328574130106, 0.612731103283302]",False,False,False,True
experiments_sep_24/exp_samples-0250_trial-012_control-0,Vanilla MPPI with obstacle costs,False,False,False,obs,250,25,True,"[3.920616, 1.997344, 0.114987]","[2.004224, -4.280483, 0]",0.1,0.02,15,5.0,0.0,8.0,False,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"['x', 'y', 'theta']",1,['angvel'],4.0,-6.0,6.0,"[0.0, 0.0, 0.0]","[1.0, 1.0, 0.0]",0.2,False,True,2.86,2853.33623,"[2.0403767107761226, -4.345263159690438, 2.199480029441535]",False,False,,
experiments_sep_24/exp_samples-0250_trial-012_control-1,Vanilla MPPI with BRT costs,False,False,False,brt,250,25,True,"[3.920616, 1.997344, 0.114987]","[2.004224, -4.280483, 0]",0.1,0.02,15,5.0,0.0,8.0,False,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"['x', 'y', 'theta']",1,['angvel'],4.0,-6.0,6.0,"[0.0, 0.0, 0.0]","[1.0, 1.0, 0.0]",0.2,False,True,4.0600000000000005,8559.24604,"[1.9789482613307718, -4.203054806373986, -1.1065292489785725]",False,False,,
experiments_sep_24/exp_samples-0250_trial-012_control-2,Filtered MPPI with obstacle costs,,False,False,obs,250,25,True,"[3.920616, 1.997344, 0.114987]","[2.004224, -4.280483, 0]",0.1,0.02,15,5.0,0.0,8.0,False,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"['x', 'y', 'theta']",1,['angvel'],4.0,-6.0,6.0,"[0.0, 0.0, 0.0]","[1.0, 1.0, 0.0]",0.2,False,True,3.18,5449.99519,"[2.065874889364888, -4.297773181357949, -2.933306435480684]",False,False,False,True
experiments_sep_24/exp_samples-0250_trial-012_control-3,Filtered MPPI with BRT costs,,False,False,brt,250,25,True,"[3.920616, 1.997344, 0.114987]","[2.004224, -4.280483, 0]",0.1,0.02,15,5.0,0.0,8.0,False,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"['x', 'y', 'theta']",1,['angvel'],4.0,-6.0,6.0,"[0.0, 0.0, 0.0]","[1.0, 1.0, 0.0]",0.2,False,True,4.0600000000000005,8559.24604,"[1.9789482613307718, -4.203054806373986, -1.1065292489785725]",False,False,False,True
experiments_sep_24/exp_samples-0250_trial-012_control-4,Sample-safe MPPI (our method),,False,True,obs,250,25,True,"[3.920616, 1.997344, 0.114987]","[2.004224, -4.280483, 0]",0.1,0.02,15,5.0,0.0,8.0,False,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"['x', 'y', 'theta']",1,['angvel'],4.0,-6.0,6.0,"[0.0, 0.0, 0.0]","[1.0, 1.0, 0.0]",0.2,False,True,3.14,5259.15455,"[2.049463669854657, -4.324734246729611, -2.950613079114222]",False,False,False,True
experiments_sep_24/exp_samples-0250_trial-013_control-0,Vanilla MPPI with obstacle costs,False,False,False,obs,250,25,True,"[3.776327, -3.583746, -2.796705]","[3.501281, 1.550263, 0]",0.1,0.02,15,5.0,0.0,8.0,False,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"['x', 'y', 'theta']",1,['angvel'],4.0,-6.0,6.0,"[0.0, 0.0, 0.0]","[1.0, 1.0, 0.0]",0.2,False,True,2.06,1934.66148,"[3.5369488763564227, 1.490357813462868, 1.3055964295847016]",False,False,,
experiments_sep_24/exp_samples-0250_trial-013_control-1,Vanilla MPPI with BRT costs,False,False,False,brt,250,25,True,"[3.776327, -3.583746, -2.796705]","[3.501281, 1.550263, 0]",0.1,0.02,15,5.0,0.0,8.0,False,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"['x', 'y', 'theta']",1,['angvel'],4.0,-6.0,6.0,"[0.0, 0.0, 0.0]","[1.0, 1.0, 0.0]",0.2,False,True,2.32,2609.24459,"[3.470084564615585, 1.500857363288366, 1.2894877714578543]",False,False,,
experiments_sep_24/exp_samples-0250_trial-013_control-2,Filtered MPPI with obstacle costs,,False,False,obs,250,25,True,"[3.776327, -3.583746, -2.796705]","[3.501281, 1.550263, 0]",0.1,0.02,15,5.0,0.0,8.0,False,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"['x', 'y', 'theta']",1,['angvel'],4.0,-6.0,6.0,"[0.0, 0.0, 0.0]","[1.0, 1.0, 0.0]",0.2,False,True,2.08,2028.7387,"[3.5357936490476205, 1.4864326780898562, 1.0074143461988125]",False,False,False,True
experiments_sep_24/exp_samples-0250_trial-013_control-3,Filtered MPPI with BRT costs,,False,False,brt,250,25,True,"[3.776327, -3.583746, -2.796705]","[3.501281, 1.550263, 0]",0.1,0.02,15,5.0,0.0,8.0,False,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"['x', 'y', 'theta']",1,['angvel'],4.0,-6.0,6.0,"[0.0, 0.0, 0.0]","[1.0, 1.0, 0.0]",0.2,False,True,2.32,2609.24459,"[3.470084564615585, 1.500857363288366, 1.2894877714578543]",False,False,False,True
experiments_sep_24/exp_samples-0250_trial-013_control-4,Sample-safe MPPI (our method),,False,True,obs,250,25,True,"[3.776327, -3.583746, -2.796705]","[3.501281, 1.550263, 0]",0.1,0.02,15,5.0,0.0,8.0,False,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"['x', 'y', 'theta']",1,['angvel'],4.0,-6.0,6.0,"[0.0, 0.0, 0.0]","[1.0, 1.0, 0.0]",0.2,False,True,2.06,1980.86828,"[3.4935857739410934, 1.4598342502252089, 1.2127664923370283]",False,False,False,True
experiments_sep_24/exp_samples-0250_trial-014_control-0,Vanilla MPPI with obstacle costs,False,False,False,obs,250,25,True,"[3.936078, 1.914365, -1.801838]","[1.165392, -3.539117, 0]",0.1,0.02,15,5.0,0.0,8.0,False,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"['x', 'y', 'theta']",1,['angvel'],4.0,-6.0,6.0,"[0.0, 0.0, 0.0]","[1.0, 1.0, 0.0]",0.2,False,True,1.58,1155.43181,"[1.1868709993988462, -3.471585444416943, -1.6868942957511814]",False,False,,
experiments_sep_24/exp_samples-0250_trial-014_control-1,Vanilla MPPI with BRT costs,False,False,False,brt,250,25,True,"[3.936078, 1.914365, -1.801838]","[1.165392, -3.539117, 0]",0.1,0.02,15,5.0,0.0,8.0,False,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"['x', 'y', 'theta']",1,['angvel'],4.0,-6.0,6.0,"[0.0, 0.0, 0.0]","[1.0, 1.0, 0.0]",0.2,False,True,1.58,1132.11679,"[1.1402400580784855, -3.4827894612656998, -1.6643080600835911]",False,False,,
experiments_sep_24/exp_samples-0250_trial-014_control-2,Filtered MPPI with obstacle costs,,False,False,obs,250,25,True,"[3.936078, 1.914365, -1.801838]","[1.165392, -3.539117, 0]",0.1,0.02,15,5.0,0.0,8.0,False,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"['x', 'y', 'theta']",1,['angvel'],4.0,-6.0,6.0,"[0.0, 0.0, 0.0]","[1.0, 1.0, 0.0]",0.2,False,True,1.58,1155.43181,"[1.1868709993988462, -3.471585444416943, -1.6868942957511814]",False,False,False,True
experiments_sep_24/exp_samples-0250_trial-014_control-3,Filtered MPPI with BRT costs,,False,False,brt,250,25,True,"[3.936078, 1.914365, -1.801838]","[1.165392, -3.539117, 0]",0.1,0.02,15,5.0,0.0,8.0,False,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"['x', 'y', 'theta']",1,['angvel'],4.0,-6.0,6.0,"[0.0, 0.0, 0.0]","[1.0, 1.0, 0.0]",0.2,False,True,1.58,1132.11679,"[1.1402400580784855, -3.4827894612656998, -1.6643080600835911]",False,False,False,True
experiments_sep_24/exp_samples-0250_trial-014_control-4,Sample-safe MPPI (our method),,False,True,obs,250,25,True,"[3.936078, 1.914365, -1.801838]","[1.165392, -3.539117, 0]",0.1,0.02,15,5.0,0.0,8.0,False,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"['x', 'y', 'theta']",1,['angvel'],4.0,-6.0,6.0,"[0.0, 0.0, 0.0]","[1.0, 1.0, 0.0]",0.2,False,True,1.6,1124.78438,"[1.1682642455301278, -3.4766483630860687, -1.57638556362745]",False,False,False,True
experiments_sep_24/exp_samples-0250_trial-015_control-0,Vanilla MPPI with obstacle costs,False,False,False,obs,250,25,True,"[3.109575, -4.298357, 0.544496]","[3.488709, 1.578239, 0]",0.1,0.02,15,5.0,0.0,8.0,False,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"['x', 'y', 'theta']",1,['angvel'],4.0,-6.0,6.0,"[0.0, 0.0, 0.0]","[1.0, 1.0, 0.0]",0.2,False,True,1.54,1092.93765,"[3.462839066836238, 1.5014592181346984, 1.611965812047245]",False,False,,
experiments_sep_24/exp_samples-0250_trial-015_control-1,Vanilla MPPI with BRT costs,False,False,False,brt,250,25,True,"[3.109575, -4.298357, 0.544496]","[3.488709, 1.578239, 0]",0.1,0.02,15,5.0,0.0,8.0,False,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"['x', 'y', 'theta']",1,['angvel'],4.0,-6.0,6.0,"[0.0, 0.0, 0.0]","[1.0, 1.0, 0.0]",0.2,False,True,1.56,1135.26368,"[3.4559872229840534, 1.5149404238817763, 1.535457550206485]",False,False,,
experiments_sep_24/exp_samples-0250_trial-015_control-2,Filtered MPPI with obstacle costs,,False,False,obs,250,25,True,"[3.109575, -4.298357, 0.544496]","[3.488709, 1.578239, 0]",0.1,0.02,15,5.0,0.0,8.0,False,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"['x', 'y', 'theta']",1,['angvel'],4.0,-6.0,6.0,"[0.0, 0.0, 0.0]","[1.0, 1.0, 0.0]",0.2,False,True,1.54,1092.93765,"[3.462839066836238, 1.5014592181346984, 1.611965812047245]",False,False,False,True
experiments_sep_24/exp_samples-0250_trial-015_control-3,Filtered MPPI with BRT costs,,False,False,brt,250,25,True,"[3.109575, -4.298357, 0.544496]","[3.488709, 1.578239, 0]",0.1,0.02,15,5.0,0.0,8.0,False,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"['x', 'y', 'theta']",1,['angvel'],4.0,-6.0,6.0,"[0.0, 0.0, 0.0]","[1.0, 1.0, 0.0]",0.2,False,True,1.56,1135.26368,"[3.4559872229840534, 1.5149404238817763, 1.535457550206485]",False,False,False,True
experiments_sep_24/exp_samples-0250_trial-015_control-4,Sample-safe MPPI (our method),,False,True,obs,250,25,True,"[3.109575, -4.298357, 0.544496]","[3.488709, 1.578239, 0]",0.1,0.02,15,5.0,0.0,8.0,False,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"['x', 'y', 'theta']",1,['angvel'],4.0,-6.0,6.0,"[0.0, 0.0, 0.0]","[1.0, 1.0, 0.0]",0.2,False,True,1.56,1105.02842,"[3.444058711204242, 1.5425885494866542, 1.4963147748777104]",False,False,False,True
experiments_sep_24/exp_samples-0250_trial-016_control-0,Vanilla MPPI with obstacle costs,False,False,False,obs,250,25,True,"[3.442973, -0.05575, 2.820455]","[-0.289837, 4.125267, 0]",0.1,0.02,15,5.0,0.0,8.0,False,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"['x', 'y', 'theta']",1,['angvel'],4.0,-6.0,6.0,"[0.0, 0.0, 0.0]","[1.0, 1.0, 0.0]",0.2,False,True,4.16,2679.44767,"[-0.22200862466373317, 4.147619381730618, 2.0264316903530224]",False,False,,
experiments_sep_24/exp_samples-0250_trial-016_control-1,Vanilla MPPI with BRT costs,False,False,False,brt,250,25,True,"[3.442973, -0.05575, 2.820455]","[-0.289837, 4.125267, 0]",0.1,0.02,15,5.0,0.0,8.0,False,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"['x', 'y', 'theta']",1,['angvel'],4.0,-6.0,6.0,"[0.0, 0.0, 0.0]","[1.0, 1.0, 0.0]",0.2,False,False,14.98,13177.99148,"[-1.8348182322974043, 0.9571099351053509, 0.15484409759267415]",False,False,,
experiments_sep_24/exp_samples-0250_trial-016_control-2,Filtered MPPI with obstacle costs,,False,False,obs,250,25,True,"[3.442973, -0.05575, 2.820455]","[-0.289837, 4.125267, 0]",0.1,0.02,15,5.0,0.0,8.0,False,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"['x', 'y', 'theta']",1,['angvel'],4.0,-6.0,6.0,"[0.0, 0.0, 0.0]","[1.0, 1.0, 0.0]",0.2,False,False,14.98,9307.85636,"[-0.8077301796277622, 3.072625856736418, 2.869344684760554]",False,False,False,True
experiments_sep_24/exp_samples-0250_trial-016_control-3,Filtered MPPI with BRT costs,,False,False,brt,250,25,True,"[3.442973, -0.05575, 2.820455]","[-0.289837, 4.125267, 0]",0.1,0.02,15,5.0,0.0,8.0,False,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"['x', 'y', 'theta']",1,['angvel'],4.0,-6.0,6.0,"[0.0, 0.0, 0.0]","[1.0, 1.0, 0.0]",0.2,False,False,14.98,13177.99148,"[-1.8348182322974043, 0.9571099351053509, 0.15484409759267415]",False,False,False,True
experiments_sep_24/exp_samples-0250_trial-016_control-4,Sample-safe MPPI (our method),,False,True,obs,250,25,True,"[3.442973, -0.05575, 2.820455]","[-0.289837, 4.125267, 0]",0.1,0.02,15,5.0,0.0,8.0,False,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"['x', 'y', 'theta']",1,['angvel'],4.0,-6.0,6.0,"[0.0, 0.0, 0.0]","[1.0, 1.0, 0.0]",0.2,False,True,1.6,956.02487,"[-0.38549243958675306, 4.133453631839979, 0.6953927012348409]",False,False,False,True
experiments_sep_24/exp_samples-0250_trial-017_control-0,Vanilla MPPI with obstacle costs,False,False,False,obs,250,25,True,"[3.487259, -0.453931, -2.755516]","[0.818008, 3.826144, 0]",0.1,0.02,15,5.0,0.0,8.0,False,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"['x', 'y', 'theta']",1,['angvel'],4.0,-6.0,6.0,"[0.0, 0.0, 0.0]","[1.0, 1.0, 0.0]",0.2,False,True,6.1000000000000005,4742.86966,"[0.8542622788980228, 3.8409119323679333, 2.807570911601937]",False,False,,
experiments_sep_24/exp_samples-0250_trial-017_control-1,Vanilla MPPI with BRT costs,False,False,False,brt,250,25,True,"[3.487259, -0.453931, -2.755516]","[0.818008, 3.826144, 0]",0.1,0.02,15,5.0,0.0,8.0,False,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"['x', 'y', 'theta']",1,['angvel'],4.0,-6.0,6.0,"[0.0, 0.0, 0.0]","[1.0, 1.0, 0.0]",0.2,False,False,14.98,13535.96464,"[-0.5296210469161019, -1.0545861538455137, -0.38611982458032124]",False,False,,
experiments_sep_24/exp_samples-0250_trial-017_control-2,Filtered MPPI with obstacle costs,,False,False,obs,250,25,True,"[3.487259, -0.453931, -2.755516]","[0.818008, 3.826144, 0]",0.1,0.02,15,5.0,0.0,8.0,False,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"['x', 'y', 'theta']",1,['angvel'],4.0,-6.0,6.0,"[0.0, 0.0, 0.0]","[1.0, 1.0, 0.0]",0.2,False,True,9.620000000000001,7904.99798,"[0.7250922163312693, 3.843356287792288, 0.5255993754544193]",False,False,False,True
experiments_sep_24/exp_samples-0250_trial-017_control-3,Filtered MPPI with BRT costs,,False,False,brt,250,25,True,"[3.487259, -0.453931, -2.755516]","[0.818008, 3.826144, 0]",0.1,0.02,15,5.0,0.0,8.0,False,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"['x', 'y', 'theta']",1,['angvel'],4.0,-6.0,6.0,"[0.0, 0.0, 0.0]","[1.0, 1.0, 0.0]",0.2,False,False,14.98,13535.96464,"[-0.5296210469161019, -1.0545861538455137, -0.38611982458032124]",False,False,False,True
experiments_sep_24/exp_samples-0250_trial-017_control-4,Sample-safe MPPI (our method),,False,True,obs,250,25,True,"[3.487259, -0.453931, -2.755516]","[0.818008, 3.826144, 0]",0.1,0.02,15,5.0,0.0,8.0,False,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"['x', 'y', 'theta']",1,['angvel'],4.0,-6.0,6.0,"[0.0, 0.0, 0.0]","[1.0, 1.0, 0.0]",0.2,False,True,1.6400000000000001,921.75393,"[0.7630261111337805, 3.869625342586554, 0.38254466344559557]",False,False,False,True
experiments_sep_24/exp_samples-0250_trial-018_control-0,Vanilla MPPI with obstacle costs,False,False,False,obs,250,25,True,"[0.398505, -3.721347, 0.72322]","[-0.262249, 4.134175, 0]",0.1,0.02,15,5.0,0.0,8.0,False,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"['x', 'y', 'theta']",1,['angvel'],4.0,-6.0,6.0,"[0.0, 0.0, 0.0]","[1.0, 1.0, 0.0]",0.2,False,True,4.9,4668.9112,"[-0.3062234600388864, 4.2143442038472285, -1.184276789889143]",False,False,,
